experimento,fitness
PSO V3-ELIT,40.0
PSO V3-ELIT,41.0
PSO V3-ELIT,41.0
PSO V3-ELIT,42.0
PSO V3-ELIT,42.0
PSO V3-ELIT,42.0
PSO V3-ELIT,40.0
PSO V3-ELIT,43.0
PSO V3-ELIT,41.0
PSO V3-ELIT,40.0
PSO V3-ELIT,40.0
PSO V3-ELIT,41.0
PSO V3-ELIT,42.0
PSO V3-ELIT,44.0
PSO V3-ELIT,41.0
PSO V3-ELIT,42.0
PSO V3-ELIT,40.0
PSO V3-ELIT,42.0
PSO V3-ELIT,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,43.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,40.0
PSO V3-ELIT_LOG,42.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,42.0
PSO V3-ELIT_LOG,42.0
PSO V3-ELIT_LOG,42.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,43.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_LOG,41.0
PSO V3-ELIT_PIECE,40.0
PSO V3-ELIT_PIECE,40.0
PSO V3-ELIT_PIECE,43.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_PIECE,44.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,40.0
PSO V3-ELIT_PIECE,40.0
PSO V3-ELIT_PIECE,40.0
PSO V3-ELIT_PIECE,43.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,40.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_PIECE,42.0
PSO V3-ELIT_PIECE,44.0
PSO V3-ELIT_PIECE,43.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_PIECE,41.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,40.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,40.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,40.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,40.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINE,41.0
PSO V3-ELIT_SINE,42.0
PSO V3-ELIT_SINGER,41.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,39.0
PSO V3-ELIT_SINGER,39.0
PSO V3-ELIT_SINGER,39.0
PSO V3-ELIT_SINGER,39.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,39.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,38.0
PSO V3-ELIT_SINGER,41.0
PSO V3-ELIT_SINGER,42.0
PSO V3-ELIT_SINGER,39.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,39.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,39.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,41.0
PSO V3-ELIT_SINGER,41.0
PSO V3-ELIT_SINGER,41.0
PSO V3-ELIT_SINGER,41.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,40.0
PSO V3-ELIT_SINGER,41.0
PSO V3-ELIT_SINU,41.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,41.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,38.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,41.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,41.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_SINU,40.0
PSO V3-ELIT_SINU,39.0
PSO V3-ELIT_TENT,40.0
PSO V3-ELIT_TENT,43.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,40.0
PSO V3-ELIT_TENT,40.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,43.0
PSO V3-ELIT_TENT,43.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,40.0
PSO V3-ELIT_TENT,40.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,43.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,43.0
PSO V3-ELIT_TENT,42.0
PSO V3-ELIT_TENT,41.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,42.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,46.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,42.0
PSO V3-ELIT_CIRCLE,45.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,46.0
PSO V3-ELIT_CIRCLE,45.0
PSO V3-ELIT_CIRCLE,45.0
PSO V3-ELIT_CIRCLE,42.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,45.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,44.0
PSO V3-ELIT_CIRCLE,43.0
PSO V3-ELIT_CIRCLE,44.0
GWO V3-STD,40.0
GWO V3-STD,41.0
GWO V3-STD,40.0
GWO V3-STD,41.0
GWO V3-STD,40.0
GWO V3-STD,45.0
GWO V3-STD,41.0
GWO V3-STD,43.0
GWO V3-STD,41.0
GWO V3-STD,41.0
GWO V3-STD,41.0
GWO V3-STD,41.0
GWO V3-STD,45.0
GWO V3-STD,45.0
GWO V3-STD,41.0
GWO V3-STD,42.0
GWO V3-STD,43.0
GWO V3-STD,44.0
GWO V3-STD,47.0
GWO V3-STD,44.0
GWO V3-STD,40.0
GWO V3-STD,41.0
GWO V3-STD,45.0
GWO V3-STD,40.0
GWO V3-STD,42.0
GWO V3-STD,42.0
GWO V3-STD,40.0
GWO V3-STD,43.0
GWO V3-STD,40.0
GWO V3-STD,41.0
GWO V3-STD,40.0
GWO V3-STD_LOG,54.0
GWO V3-STD_LOG,54.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,52.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,52.0
