experimento,fitness
PSO V3-STD,30.0
PSO V3-STD,31.0
PSO V3-STD,28.0
PSO V3-STD,28.0
PSO V3-STD,31.0
PSO V3-STD,29.0
PSO V3-STD,31.0
PSO V3-STD,29.0
PSO V3-STD,31.0
PSO V3-STD,31.0
PSO V3-STD,30.0
PSO V3-STD,31.0
PSO V3-STD,30.0
PSO V3-STD,30.0
PSO V3-STD,29.0
PSO V3-STD,32.0
PSO V3-STD,30.0
PSO V3-STD,30.0
PSO V3-STD,29.0
PSO V3-STD,32.0
PSO V3-STD,30.0
PSO V3-STD,30.0
PSO V3-STD,31.0
PSO V3-STD,30.0
PSO V3-STD,32.0
PSO V3-STD,31.0
PSO V3-STD,31.0
PSO V3-STD,29.0
PSO V3-STD,30.0
PSO V3-STD,31.0
PSO V3-STD,32.0
PSO V3-STD_LOG,32.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,29.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,32.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,29.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,30.0
PSO V3-STD_LOG,32.0
PSO V3-STD_LOG,32.0
PSO V3-STD_LOG,31.0
PSO V3-STD_LOG,32.0
PSO V3-STD_LOG,30.0
PSO V3-STD_PIECE,32.0
PSO V3-STD_PIECE,32.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,32.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,29.0
PSO V3-STD_PIECE,28.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,29.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_PIECE,29.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,30.0
PSO V3-STD_PIECE,32.0
PSO V3-STD_PIECE,32.0
PSO V3-STD_PIECE,32.0
PSO V3-STD_PIECE,31.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,30.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,32.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,29.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,29.0
PSO V3-STD_SINE,30.0
PSO V3-STD_SINE,29.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,32.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,30.0
PSO V3-STD_SINE,30.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,30.0
PSO V3-STD_SINE,32.0
PSO V3-STD_SINE,32.0
PSO V3-STD_SINE,32.0
PSO V3-STD_SINE,30.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,31.0
PSO V3-STD_SINE,30.0
PSO V3-STD_SINE,32.0
PSO V3-STD_SINE,31.0
