iter,fitness,time,XPL,XPT,DIV
0,329.0,0.031,100.0,0.0,0.475
1,155.0,0.217,43.79,56.21,0.208
2,66.0,0.654,21.05,78.95,0.1
3,38.0,2.905,13.89,86.11,0.066
4,32.0,4.243,13.05,86.95,0.062
5,31.0,4.274,12.42,87.58,0.059
6,31.0,4.355,12.84,87.16,0.061
7,31.0,4.502,12.63,87.37,0.06
8,31.0,4.534,12.63,87.37,0.06
9,31.0,4.555,12.63,87.37,0.06
10,31.0,4.911,13.89,86.11,0.066
