iter,fitness,time,XPL,XPT,DIV
81,28.0,0.396,9.73,90.27,0.046
82,28.0,0.388,7.61,92.39,0.036
83,28.0,0.442,10.78,89.22,0.051
84,28.0,0.385,8.88,91.12,0.042
85,28.0,0.4,10.57,89.43,0.05
86,28.0,0.394,9.09,90.91,0.043
87,28.0,0.388,8.88,91.12,0.042
88,28.0,0.407,7.4,92.6,0.035
89,28.0,0.356,6.77,93.23,0.032
90,28.0,0.367,9.09,90.91,0.043
91,28.0,0.344,6.34,93.66,0.03
92,28.0,0.379,9.3,90.7,0.044
93,28.0,0.411,10.15,89.85,0.048
94,28.0,0.421,10.36,89.64,0.049
95,28.0,0.379,9.51,90.49,0.045
96,28.0,0.345,6.34,93.66,0.03
97,28.0,0.396,9.94,90.06,0.047
98,28.0,0.383,10.36,89.64,0.049
99,28.0,0.4,8.88,91.12,0.042
100,28.0,0.422,9.3,90.7,0.044
101,28.0,0.436,10.15,89.85,0.048
102,28.0,0.5,8.25,91.75,0.039
103,28.0,0.45,10.36,89.64,0.049
104,28.0,0.4,8.25,91.75,0.039
105,28.0,0.546,8.46,91.54,0.04
106,28.0,0.418,7.61,92.39,0.036
107,28.0,0.418,6.55,93.45,0.031
108,28.0,0.44,7.19,92.81,0.034
109,28.0,0.483,9.3,90.7,0.044
110,28.0,0.464,9.51,90.49,0.045
111,28.0,0.449,9.51,90.49,0.045
112,28.0,0.465,7.82,92.18,0.037
113,28.0,0.531,9.09,90.91,0.043
114,28.0,0.505,8.46,91.54,0.04
115,28.0,0.485,11.42,88.58,0.054
116,28.0,0.453,7.82,92.18,0.037
117,28.0,0.468,7.61,92.39,0.036
118,28.0,0.611,10.99,89.01,0.052
119,28.0,0.489,7.4,92.6,0.035
120,28.0,0.459,8.46,91.54,0.04
121,28.0,0.463,9.51,90.49,0.045
122,28.0,0.433,9.09,90.91,0.043
123,28.0,0.452,10.36,89.64,0.049
124,28.0,0.472,10.15,89.85,0.048
125,28.0,0.455,10.15,89.85,0.048
126,28.0,0.458,9.94,90.06,0.047
127,28.0,0.466,9.94,90.06,0.047
128,28.0,0.461,12.47,87.53,0.059
129,28.0,0.461,8.46,91.54,0.04
130,28.0,0.488,10.15,89.85,0.048
131,28.0,0.503,12.05,87.95,0.057
132,28.0,0.471,10.78,89.22,0.051
133,28.0,0.453,8.46,91.54,0.04
134,28.0,0.502,9.94,90.06,0.047
135,28.0,0.393,7.82,92.18,0.037
136,28.0,0.381,6.98,93.02,0.033
137,28.0,0.45,9.51,90.49,0.045
138,28.0,0.471,11.42,88.58,0.054
139,28.0,0.359,8.25,91.75,0.039
140,28.0,0.416,11.84,88.16,0.056
141,28.0,0.429,10.78,89.22,0.051
142,28.0,0.444,10.57,89.43,0.05
143,28.0,0.372,6.77,93.23,0.032
144,28.0,0.464,11.84,88.16,0.056
145,28.0,0.456,10.36,89.64,0.049
146,28.0,0.396,10.15,89.85,0.048
147,28.0,0.386,8.25,91.75,0.039
148,28.0,0.395,8.25,91.75,0.039
149,28.0,0.431,8.67,91.33,0.041
150,28.0,0.419,8.67,91.33,0.041
151,28.0,0.454,9.09,90.91,0.043
152,28.0,0.382,8.88,91.12,0.042
153,28.0,0.452,9.3,90.7,0.044
154,28.0,0.42,9.94,90.06,0.047
155,28.0,0.333,6.34,93.66,0.03
156,28.0,0.4,7.82,92.18,0.037
157,28.0,0.35,5.29,94.71,0.025
158,28.0,0.415,10.36,89.64,0.049
159,28.0,0.384,6.98,93.02,0.033
160,28.0,0.4,7.82,92.18,0.037
161,28.0,0.433,9.73,90.27,0.046
162,28.0,0.403,8.67,91.33,0.041
163,28.0,0.369,8.88,91.12,0.042
164,28.0,0.41,8.88,91.12,0.042
165,28.0,0.431,9.94,90.06,0.047
166,28.0,0.409,9.51,90.49,0.045
167,28.0,0.452,10.36,89.64,0.049
168,28.0,0.391,7.82,92.18,0.037
169,28.0,0.417,6.98,93.02,0.033
170,28.0,0.423,9.94,90.06,0.047
171,28.0,0.505,8.88,91.12,0.042
172,28.0,0.456,8.46,91.54,0.04
173,28.0,0.515,11.21,88.79,0.053
174,28.0,0.512,9.73,90.27,0.046
175,28.0,0.434,6.13,93.87,0.029
176,28.0,0.462,9.09,90.91,0.043
177,28.0,0.451,7.82,92.18,0.037
178,28.0,0.517,10.57,89.43,0.05
179,28.0,0.545,10.15,89.85,0.048
180,28.0,0.466,9.73,90.27,0.046
181,28.0,0.487,8.03,91.97,0.038
182,28.0,0.485,9.09,90.91,0.043
183,28.0,0.455,8.46,91.54,0.04
184,28.0,0.438,5.29,94.71,0.025
185,28.0,0.506,6.77,93.23,0.032
186,28.0,0.518,9.73,90.27,0.046
187,28.0,0.467,8.46,91.54,0.04
188,27.0,0.423,6.55,93.45,0.031
189,27.0,0.487,8.67,91.33,0.041
190,27.0,0.502,10.99,89.01,0.052
191,27.0,0.487,10.57,89.43,0.05
192,27.0,0.474,9.94,90.06,0.047
193,27.0,0.455,8.46,91.54,0.04
194,27.0,0.487,9.51,90.49,0.045
195,27.0,0.44,9.73,90.27,0.046
196,27.0,0.404,10.15,89.85,0.048
197,27.0,0.382,7.19,92.81,0.034
198,27.0,0.409,6.34,93.66,0.03
199,27.0,0.434,9.51,90.49,0.045
200,27.0,0.4,8.67,91.33,0.041
201,27.0,0.398,7.82,92.18,0.037
202,27.0,0.423,5.92,94.08,0.028
203,27.0,0.429,9.09,90.91,0.043
204,27.0,0.375,9.09,90.91,0.043
205,27.0,0.408,8.88,91.12,0.042
206,27.0,0.434,8.03,91.97,0.038
207,27.0,0.395,10.57,89.43,0.05
208,27.0,0.368,8.88,91.12,0.042
209,27.0,0.383,6.77,93.23,0.032
210,27.0,0.471,12.26,87.74,0.058
211,27.0,0.42,10.99,89.01,0.052
212,27.0,0.365,7.19,92.81,0.034
213,27.0,0.421,9.3,90.7,0.044
214,27.0,0.445,12.05,87.95,0.057
215,27.0,0.405,8.25,91.75,0.039
216,27.0,0.376,5.29,94.71,0.025
217,27.0,0.367,7.4,92.6,0.035
218,27.0,0.393,7.4,92.6,0.035
219,27.0,0.384,7.61,92.39,0.036
220,27.0,0.406,8.25,91.75,0.039
221,27.0,0.417,10.15,89.85,0.048
222,27.0,0.404,9.3,90.7,0.044
223,27.0,0.428,7.4,92.6,0.035
224,27.0,0.391,8.03,91.97,0.038
225,27.0,0.395,8.67,91.33,0.041
226,27.0,0.386,7.4,92.6,0.035
227,27.0,0.411,9.73,90.27,0.046
228,27.0,0.416,11.42,88.58,0.054
229,27.0,0.393,9.3,90.7,0.044
230,27.0,0.359,6.77,93.23,0.032
231,27.0,0.39,8.46,91.54,0.04
232,27.0,0.344,6.98,93.02,0.033
233,27.0,0.37,8.46,91.54,0.04
234,27.0,0.45,10.99,89.01,0.052
235,27.0,0.423,8.67,91.33,0.041
236,27.0,0.372,8.03,91.97,0.038
237,27.0,0.383,7.19,92.81,0.034
238,27.0,0.453,9.51,90.49,0.045
239,27.0,0.435,10.57,89.43,0.05
240,27.0,0.384,8.46,91.54,0.04
241,27.0,0.434,11.84,88.16,0.056
242,27.0,0.416,11.63,88.37,0.055
243,27.0,0.376,6.98,93.02,0.033
244,27.0,0.422,9.73,90.27,0.046
245,27.0,0.402,9.51,90.49,0.045
246,27.0,0.367,7.4,92.6,0.035
247,27.0,0.383,6.98,93.02,0.033
248,27.0,0.363,7.4,92.6,0.035
249,27.0,0.404,9.73,90.27,0.046
250,27.0,0.467,12.68,87.32,0.06
251,27.0,0.4,8.46,91.54,0.04
252,27.0,0.348,6.34,93.66,0.03
253,27.0,0.429,8.03,91.97,0.038
254,27.0,0.453,12.26,87.74,0.058
255,27.0,0.403,10.36,89.64,0.049
256,27.0,0.383,8.88,91.12,0.042
257,27.0,0.4,10.15,89.85,0.048
258,27.0,0.384,7.4,92.6,0.035
259,27.0,0.398,9.3,90.7,0.044
260,27.0,0.353,8.03,91.97,0.038
261,27.0,0.45,11.84,88.16,0.056
262,27.0,0.417,8.67,91.33,0.041
263,27.0,0.351,6.13,93.87,0.029
264,27.0,0.48,12.26,87.74,0.058
265,27.0,0.365,6.34,93.66,0.03
266,27.0,0.354,5.71,94.29,0.027
267,27.0,0.447,10.36,89.64,0.049
268,27.0,0.438,10.78,89.22,0.051
269,27.0,0.408,11.42,88.58,0.054
270,27.0,0.454,9.09,90.91,0.043
271,27.0,0.387,10.57,89.43,0.05
272,27.0,0.376,8.67,91.33,0.041
273,27.0,0.426,9.51,90.49,0.045
274,27.0,0.39,6.98,93.02,0.033
275,27.0,0.392,9.3,90.7,0.044
276,27.0,0.396,8.88,91.12,0.042
277,27.0,0.348,6.34,93.66,0.03
278,27.0,0.402,8.88,91.12,0.042
279,27.0,0.43,12.9,87.1,0.061
280,27.0,0.387,9.94,90.06,0.047
281,27.0,0.381,7.61,92.39,0.036
282,27.0,0.353,6.13,93.87,0.029
283,27.0,0.375,7.61,92.39,0.036
284,27.0,0.389,8.25,91.75,0.039
285,27.0,0.338,4.65,95.35,0.022
286,27.0,0.391,8.88,91.12,0.042
287,27.0,0.401,9.3,90.7,0.044
288,27.0,0.432,9.73,90.27,0.046
289,27.0,0.444,7.61,92.39,0.036
290,27.0,0.479,6.77,93.23,0.032
291,27.0,0.425,10.15,89.85,0.048
292,27.0,0.387,7.61,92.39,0.036
293,27.0,0.4,10.36,89.64,0.049
294,27.0,0.391,7.19,92.81,0.034
295,27.0,0.344,7.4,92.6,0.035
296,27.0,0.448,9.94,90.06,0.047
297,27.0,0.379,8.25,91.75,0.039
298,27.0,0.423,9.09,90.91,0.043
299,27.0,0.373,7.82,92.18,0.037
300,27.0,0.355,7.82,92.18,0.037
301,27.0,0.419,9.3,90.7,0.044
302,27.0,0.383,8.67,91.33,0.041
303,27.0,0.382,7.82,92.18,0.037
304,27.0,0.38,8.46,91.54,0.04
305,27.0,0.332,5.92,94.08,0.028
306,27.0,0.409,8.67,91.33,0.041
307,27.0,0.388,8.67,91.33,0.041
308,27.0,0.458,10.36,89.64,0.049
309,27.0,0.356,6.34,93.66,0.03
310,27.0,0.382,8.46,91.54,0.04
311,27.0,0.407,10.36,89.64,0.049
312,27.0,0.434,9.3,90.7,0.044
313,27.0,0.363,8.25,91.75,0.039
314,27.0,0.429,9.51,90.49,0.045
315,27.0,0.406,9.3,90.7,0.044
316,27.0,0.4,7.4,92.6,0.035
317,27.0,0.351,6.55,93.45,0.031
318,27.0,0.391,9.73,90.27,0.046
319,27.0,0.374,7.4,92.6,0.035
320,27.0,0.453,8.46,91.54,0.04
321,27.0,0.381,8.03,91.97,0.038
322,27.0,0.383,9.09,90.91,0.043
323,27.0,0.376,6.98,93.02,0.033
324,27.0,0.406,8.88,91.12,0.042
325,27.0,0.402,9.09,90.91,0.043
326,27.0,0.45,11.21,88.79,0.053
327,27.0,0.431,9.94,90.06,0.047
328,27.0,0.388,7.82,92.18,0.037
329,27.0,0.399,8.46,91.54,0.04
330,27.0,0.337,4.86,95.14,0.023
331,27.0,0.43,9.73,90.27,0.046
332,27.0,0.371,7.4,92.6,0.035
333,27.0,0.418,10.57,89.43,0.05
334,27.0,0.406,10.36,89.64,0.049
335,27.0,0.386,7.19,92.81,0.034
336,27.0,0.435,11.42,88.58,0.054
337,27.0,0.404,8.67,91.33,0.041
338,27.0,0.408,8.67,91.33,0.041
339,27.0,0.437,10.36,89.64,0.049
340,27.0,0.487,9.51,90.49,0.045
341,27.0,0.409,7.61,92.39,0.036
342,27.0,0.44,7.61,92.39,0.036
343,27.0,0.441,9.09,90.91,0.043
344,27.0,0.44,7.19,92.81,0.034
345,27.0,0.503,7.19,92.81,0.034
346,27.0,0.475,8.25,91.75,0.039
347,27.0,0.471,9.09,90.91,0.043
348,27.0,0.503,11.63,88.37,0.055
349,27.0,0.487,10.36,89.64,0.049
350,27.0,0.44,8.67,91.33,0.041
351,27.0,0.409,5.07,94.93,0.024
352,27.0,0.44,5.92,94.08,0.028
353,27.0,0.471,9.3,90.7,0.044
354,27.0,0.408,5.5,94.5,0.026
355,27.0,0.455,7.61,92.39,0.036
356,27.0,0.503,9.73,90.27,0.046
357,27.0,0.467,7.4,92.6,0.035
358,27.0,0.441,6.98,93.02,0.033
359,27.0,0.534,11.63,88.37,0.055
360,27.0,0.439,7.82,92.18,0.037
361,27.0,0.487,10.57,89.43,0.05
362,27.0,0.505,11.42,88.58,0.054
363,27.0,0.518,10.57,89.43,0.05
364,27.0,0.485,8.46,91.54,0.04
365,27.0,0.471,7.82,92.18,0.037
366,27.0,0.487,8.25,91.75,0.039
367,27.0,0.419,6.77,93.23,0.032
368,27.0,0.524,8.88,91.12,0.042
369,27.0,0.471,9.09,90.91,0.043
370,27.0,0.502,9.09,90.91,0.043
371,27.0,0.49,8.25,91.75,0.039
372,27.0,0.457,6.34,93.66,0.03
373,27.0,0.475,9.3,90.7,0.044
374,27.0,0.527,7.82,92.18,0.037
375,27.0,0.559,8.67,91.33,0.041
376,27.0,0.503,7.19,92.81,0.034
377,27.0,0.471,8.88,91.12,0.042
378,27.0,0.518,10.15,89.85,0.048
379,27.0,0.504,9.73,90.27,0.046
380,27.0,0.455,8.25,91.75,0.039
381,27.0,0.455,9.51,90.49,0.045
382,27.0,0.429,11.63,88.37,0.055
383,27.0,0.338,7.61,92.39,0.036
384,27.0,0.483,9.73,90.27,0.046
385,27.0,0.402,9.3,90.7,0.044
386,27.0,0.382,8.67,91.33,0.041
387,27.0,0.434,10.36,89.64,0.049
388,27.0,0.403,10.78,89.22,0.051
389,27.0,0.403,10.15,89.85,0.048
390,27.0,0.403,8.46,91.54,0.04
391,27.0,0.334,5.92,94.08,0.028
392,27.0,0.442,8.25,91.75,0.039
393,27.0,0.379,6.55,93.45,0.031
394,27.0,0.415,8.25,91.75,0.039
