iter,fitness,time,XPL,XPT,DIV
0,477.0,0.011,100.0,0.0,0.473
1,337.0,0.139,74.84,25.16,0.354
2,229.0,0.152,56.66,43.34,0.268
3,169.0,0.212,41.44,58.56,0.196
4,124.0,0.269,30.87,69.13,0.146
5,96.0,0.35,23.26,76.74,0.11
6,83.0,0.412,19.03,80.97,0.09
7,71.0,0.451,16.28,83.72,0.077
8,64.0,0.496,14.59,85.41,0.069
9,59.0,0.529,13.32,86.68,0.063
10,57.0,0.469,12.68,87.32,0.06
11,56.0,0.508,12.68,87.32,0.06
12,53.0,0.531,13.11,86.89,0.062
13,49.0,0.442,13.32,86.68,0.063
