iter,fitness,time,XPL,XPT,DIV
0,219935.0,1.646,100.0,0.0,0.495
1,241033.0,3.401,9.09,90.91,0.045
2,242414.0,3.343,8.69,91.31,0.043
3,243398.0,3.407,8.69,91.31,0.043
